Country,Technology,Grid connection,Year,Electricity generation in GWh,Type
Tokelau,Marine energy,Off-grid,2018,0,Renewable
Tokelau,Marine energy,Off-grid,2019,0,Renewable
Tokelau,Marine energy,On-grid,2015,0,Renewable
Tokelau,Marine energy,On-grid,2016,0,Renewable
Tokelau,Marine energy,On-grid,2017,0,Renewable
Tokelau,Marine energy,On-grid,2018,0,Renewable
Tokelau,Marine energy,On-grid,2019,0,Renewable
Tokelau,Solid biofuels,Off-grid,2015,0,Renewable
Tokelau,Solid biofuels,Off-grid,2016,0,Renewable
Tokelau,Solid biofuels,Off-grid,2017,0,Renewable
Tokelau,Solid biofuels,Off-grid,2018,0,Renewable
Tokelau,Solid biofuels,Off-grid,2019,0,Renewable
Tokelau,Solid biofuels,On-grid,2015,0,Renewable
Tokelau,Solid biofuels,On-grid,2016,0,Renewable
Tokelau,Solid biofuels,On-grid,2017,0,Renewable
Tokelau,Solid biofuels,On-grid,2018,0,Renewable
Tokelau,Solid biofuels,On-grid,2019,0,Renewable
Tokelau,Renewable municipal waste,Off-grid,2015,0,Renewable
Tokelau,Renewable municipal waste,Off-grid,2016,0,Renewable
Tokelau,Renewable municipal waste,Off-grid,2017,0,Renewable
Tokelau,Renewable municipal waste,Off-grid,2018,0,Renewable
Tokelau,Renewable municipal waste,Off-grid,2019,0,Renewable
Tokelau,Renewable municipal waste,On-grid,2015,0,Renewable
Tokelau,Renewable municipal waste,On-grid,2016,0,Renewable
Tokelau,Renewable municipal waste,On-grid,2017,0,Renewable
Tokelau,Renewable municipal waste,On-grid,2018,0,Renewable
Tokelau,Renewable municipal waste,On-grid,2019,0,Renewable
Tokelau,Liquid biofuels,Off-grid,2015,0,Renewable
Tokelau,Liquid biofuels,Off-grid,2016,0,Renewable
Tokelau,Liquid biofuels,Off-grid,2017,0,Renewable
Tokelau,Liquid biofuels,Off-grid,2018,0,Renewable
Tokelau,Liquid biofuels,Off-grid,2019,0,Renewable
Tokelau,Liquid biofuels,On-grid,2015,0,Renewable
Tokelau,Liquid biofuels,On-grid,2016,0,Renewable
Tokelau,Liquid biofuels,On-grid,2017,0,Renewable
Tokelau,Liquid biofuels,On-grid,2018,0,Renewable
Tokelau,Liquid biofuels,On-grid,2019,0,Renewable
Tokelau,Biogas,Off-grid,2015,0,Renewable
Tokelau,Biogas,Off-grid,2016,0,Renewable
Tokelau,Biogas,Off-grid,2017,0,Renewable
Tokelau,Biogas,Off-grid,2018,0,Renewable
Tokelau,Biogas,Off-grid,2019,0,Renewable
Tokelau,Biogas,On-grid,2015,0,Renewable
Tokelau,Biogas,On-grid,2016,0,Renewable
Tokelau,Biogas,On-grid,2017,0,Renewable
Tokelau,Biogas,On-grid,2018,0,Renewable
Tokelau,Biogas,On-grid,2019,0,Renewable
Tokelau,Geothermal energy,Off-grid,2015,0,Renewable
Tokelau,Geothermal energy,Off-grid,2016,0,Renewable
Tokelau,Geothermal energy,Off-grid,2017,0,Renewable
Tokelau,Geothermal energy,Off-grid,2018,0,Renewable
Tokelau,Geothermal energy,Off-grid,2019,0,Renewable
Tokelau,Geothermal energy,On-grid,2015,0,Renewable
Tokelau,Geothermal energy,On-grid,2016,0,Renewable
Tokelau,Geothermal energy,On-grid,2017,0,Renewable
Tokelau,Geothermal energy,On-grid,2018,0,Renewable
Tokelau,Geothermal energy,On-grid,2019,0,Renewable
Tokelau,Coal and peat,Off-grid,2015,0,Non renewable
Tokelau,Coal and peat,Off-grid,2016,0,Non renewable
Tokelau,Coal and peat,Off-grid,2017,0,Non renewable
Tokelau,Coal and peat,Off-grid,2018,0,Non renewable
Tokelau,Coal and peat,Off-grid,2019,0,Non renewable
Tokelau,Coal and peat,On-grid,2015,0,Non renewable
Tokelau,Coal and peat,On-grid,2016,0,Non renewable
Tokelau,Coal and peat,On-grid,2017,0,Non renewable
Tokelau,Coal and peat,On-grid,2018,0,Non renewable
Tokelau,Coal and peat,On-grid,2019,0,Non renewable
Tokelau,Oil,Off-grid,2015,0,Non renewable
Tokelau,Oil,Off-grid,2016,0,Non renewable
Tokelau,Oil,Off-grid,2017,0,Non renewable
Tokelau,Oil,Off-grid,2018,0,Non renewable
Tokelau,Oil,Off-grid,2019,0,Non renewable
Tokelau,Oil,On-grid,2015,0.096,Non renewable
Tokelau,Oil,On-grid,2016,0.096,Non renewable
Tokelau,Oil,On-grid,2017,0.096,Non renewable
Tokelau,Oil,On-grid,2018,0.105,Non renewable
Tokelau,Oil,On-grid,2019,0.105,Non renewable
Tokelau,Natural gas,Off-grid,2015,0,Non renewable
Tokelau,Natural gas,Off-grid,2016,0,Non renewable
Tokelau,Natural gas,Off-grid,2017,0,Non renewable
Tokelau,Natural gas,Off-grid,2018,0,Non renewable
Tokelau,Natural gas,Off-grid,2019,0,Non renewable
Tokelau,Natural gas,On-grid,2015,0,Non renewable
Tokelau,Natural gas,On-grid,2016,0,Non renewable
Tokelau,Natural gas,On-grid,2017,0,Non renewable
Tokelau,Natural gas,On-grid,2018,0,Non renewable
Tokelau,Natural gas,On-grid,2019,0,Non renewable
Tokelau,Nuclear,Off-grid,2015,0,Non renewable
Tokelau,Nuclear,Off-grid,2016,0,Non renewable
Tokelau,Nuclear,Off-grid,2017,0,Non renewable
Tokelau,Nuclear,Off-grid,2018,0,Non renewable
Tokelau,Nuclear,Off-grid,2019,0,Non renewable
Tokelau,Nuclear,On-grid,2015,0,Non renewable
Tokelau,Nuclear,On-grid,2016,0,Non renewable
Tokelau,Nuclear,On-grid,2017,0,Non renewable
Tokelau,Nuclear,On-grid,2018,0,Non renewable
Tokelau,Nuclear,On-grid,2019,0,Non renewable
Tokelau,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Tokelau,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Tokelau,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Tokelau,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Tokelau,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Tokelau,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Tokelau,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Tokelau,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Tokelau,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Tokelau,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Tokelau,Other non-renewable energy,Off-grid,2015,0,Non renewable
Tokelau,Other non-renewable energy,Off-grid,2016,0,Non renewable
Tokelau,Other non-renewable energy,Off-grid,2017,0,Non renewable
Tokelau,Other non-renewable energy,Off-grid,2018,0,Non renewable
Tokelau,Other non-renewable energy,Off-grid,2019,0,Non renewable
Tokelau,Other non-renewable energy,On-grid,2015,0,Non renewable
Tokelau,Other non-renewable energy,On-grid,2016,0,Non renewable
Tokelau,Other non-renewable energy,On-grid,2017,0,Non renewable
Tokelau,Other non-renewable energy,On-grid,2018,0,Non renewable
Tokelau,Other non-renewable energy,On-grid,2019,0,Non renewable
Tonga,Solar photovoltaic,Off-grid,2015,0.327,Renewable
Tonga,Solar photovoltaic,Off-grid,2016,0.342,Renewable
Tonga,Solar photovoltaic,Off-grid,2017,0.342,Renewable
Tonga,Solar photovoltaic,Off-grid,2018,0.342,Renewable
Tonga,Solar photovoltaic,Off-grid,2019,0.342,Renewable
Tonga,Solar photovoltaic,On-grid,2015,4.233,Renewable
Tonga,Solar photovoltaic,On-grid,2016,4.959,Renewable
Tonga,Solar photovoltaic,On-grid,2017,5.8,Renewable
Tonga,Solar photovoltaic,On-grid,2018,6.765,Renewable
Tonga,Solar photovoltaic,On-grid,2019,6.923,Renewable
Tonga,Solar thermal energy,Off-grid,2015,0,Renewable
Tonga,Solar thermal energy,Off-grid,2016,0,Renewable
Tonga,Solar thermal energy,Off-grid,2017,0,Renewable
Tonga,Solar thermal energy,Off-grid,2018,0,Renewable
Tonga,Solar thermal energy,Off-grid,2019,0,Renewable
Tonga,Solar thermal energy,On-grid,2015,0,Renewable
Tonga,Solar thermal energy,On-grid,2016,0,Renewable
Tonga,Solar thermal energy,On-grid,2017,0,Renewable
Tonga,Solar thermal energy,On-grid,2018,0,Renewable
Tonga,Solar thermal energy,On-grid,2019,0,Renewable
Tonga,Onshore wind energy,Off-grid,2015,0,Renewable
Tonga,Onshore wind energy,Off-grid,2016,0,Renewable
Tonga,Onshore wind energy,Off-grid,2017,0,Renewable
Tonga,Onshore wind energy,Off-grid,2018,0,Renewable
Tonga,Onshore wind energy,Off-grid,2019,0,Renewable
Tonga,Onshore wind energy,On-grid,2015,0.018,Renewable
Tonga,Onshore wind energy,On-grid,2016,0.029,Renewable
Tonga,Onshore wind energy,On-grid,2017,0.018,Renewable
Tonga,Onshore wind energy,On-grid,2018,0.119,Renewable
Tonga,Onshore wind energy,On-grid,2019,1.431,Renewable
Tonga,Offshore wind energy,Off-grid,2015,0,Renewable
Tonga,Offshore wind energy,Off-grid,2016,0,Renewable
Tonga,Offshore wind energy,Off-grid,2017,0,Renewable
Tonga,Offshore wind energy,Off-grid,2018,0,Renewable
Tonga,Offshore wind energy,Off-grid,2019,0,Renewable
Tonga,Offshore wind energy,On-grid,2015,0,Renewable
Tonga,Offshore wind energy,On-grid,2016,0,Renewable
Tonga,Offshore wind energy,On-grid,2017,0,Renewable
Tonga,Offshore wind energy,On-grid,2018,0,Renewable
Tonga,Offshore wind energy,On-grid,2019,0,Renewable
Tonga,Renewable hydropower,Off-grid,2015,0,Renewable
Tonga,Renewable hydropower,Off-grid,2016,0,Renewable
Tonga,Renewable hydropower,Off-grid,2017,0,Renewable
Tonga,Renewable hydropower,Off-grid,2018,0,Renewable
Tonga,Renewable hydropower,Off-grid,2019,0,Renewable
Tonga,Renewable hydropower,On-grid,2015,0,Renewable
Tonga,Renewable hydropower,On-grid,2016,0,Renewable
Tonga,Renewable hydropower,On-grid,2017,0,Renewable
Tonga,Renewable hydropower,On-grid,2018,0,Renewable
Tonga,Renewable hydropower,On-grid,2019,0,Renewable
Tonga,Pumped storage,Off-grid,2015,0,Renewable
Tonga,Pumped storage,Off-grid,2016,0,Renewable
Tonga,Pumped storage,Off-grid,2017,0,Renewable
Tonga,Pumped storage,Off-grid,2018,0,Renewable
Tonga,Pumped storage,Off-grid,2019,0,Renewable
Tonga,Pumped storage,On-grid,2015,0,Renewable
Tonga,Pumped storage,On-grid,2016,0,Renewable
Tonga,Pumped storage,On-grid,2017,0,Renewable
Tonga,Pumped storage,On-grid,2018,0,Renewable
Tonga,Pumped storage,On-grid,2019,0,Renewable
Tonga,Marine energy,Off-grid,2015,0,Renewable
Tonga,Marine energy,Off-grid,2016,0,Renewable
Tonga,Marine energy,Off-grid,2017,0,Renewable
Tonga,Marine energy,Off-grid,2018,0,Renewable
Tonga,Marine energy,Off-grid,2019,0,Renewable
Tonga,Marine energy,On-grid,2015,0,Renewable
Tonga,Marine energy,On-grid,2016,0,Renewable
Tonga,Marine energy,On-grid,2017,0,Renewable
Tonga,Marine energy,On-grid,2018,0,Renewable
Tonga,Marine energy,On-grid,2019,0,Renewable
Tonga,Solid biofuels,Off-grid,2015,0,Renewable
Tonga,Solid biofuels,Off-grid,2016,0,Renewable
Tonga,Solid biofuels,Off-grid,2017,0,Renewable
Tonga,Solid biofuels,Off-grid,2018,0,Renewable
Tonga,Solid biofuels,Off-grid,2019,0,Renewable
Tonga,Solid biofuels,On-grid,2015,0,Renewable
Tonga,Solid biofuels,On-grid,2016,0,Renewable
Tonga,Solid biofuels,On-grid,2017,0,Renewable
Tonga,Solid biofuels,On-grid,2018,0,Renewable
Tonga,Solid biofuels,On-grid,2019,0,Renewable
Tonga,Renewable municipal waste,Off-grid,2015,0,Renewable
Tonga,Renewable municipal waste,Off-grid,2016,0,Renewable
Tonga,Renewable municipal waste,Off-grid,2017,0,Renewable
Tonga,Renewable municipal waste,Off-grid,2018,0,Renewable
Tonga,Renewable municipal waste,Off-grid,2019,0,Renewable
Tonga,Renewable municipal waste,On-grid,2015,0,Renewable
Tonga,Renewable municipal waste,On-grid,2016,0,Renewable
Tonga,Renewable municipal waste,On-grid,2017,0,Renewable
Tonga,Renewable municipal waste,On-grid,2018,0,Renewable
Tonga,Renewable municipal waste,On-grid,2019,0,Renewable
Tonga,Liquid biofuels,Off-grid,2015,0,Renewable
Tonga,Liquid biofuels,Off-grid,2016,0,Renewable
Tonga,Liquid biofuels,Off-grid,2017,0,Renewable
Tonga,Liquid biofuels,Off-grid,2018,0,Renewable
Tonga,Liquid biofuels,Off-grid,2019,0,Renewable
Tonga,Liquid biofuels,On-grid,2015,0,Renewable
Tonga,Liquid biofuels,On-grid,2016,0,Renewable
Tonga,Liquid biofuels,On-grid,2017,0,Renewable
Tonga,Liquid biofuels,On-grid,2018,0,Renewable
Tonga,Liquid biofuels,On-grid,2019,0,Renewable
Tonga,Biogas,Off-grid,2015,0,Renewable
Tonga,Biogas,Off-grid,2016,0,Renewable
Tonga,Biogas,Off-grid,2017,0,Renewable
Tonga,Biogas,Off-grid,2018,0,Renewable
Tonga,Biogas,Off-grid,2019,0,Renewable
Tonga,Biogas,On-grid,2015,0,Renewable
Tonga,Biogas,On-grid,2016,0,Renewable
Tonga,Biogas,On-grid,2017,0,Renewable
Tonga,Biogas,On-grid,2018,0,Renewable
Tonga,Biogas,On-grid,2019,0,Renewable
Tonga,Geothermal energy,Off-grid,2015,0,Renewable
Tonga,Geothermal energy,Off-grid,2016,0,Renewable
Tonga,Geothermal energy,Off-grid,2017,0,Renewable
Tonga,Geothermal energy,Off-grid,2018,0,Renewable
Tonga,Geothermal energy,Off-grid,2019,0,Renewable
Tonga,Geothermal energy,On-grid,2015,0,Renewable
Tonga,Geothermal energy,On-grid,2016,0,Renewable
Tonga,Geothermal energy,On-grid,2017,0,Renewable
Tonga,Geothermal energy,On-grid,2018,0,Renewable
Tonga,Geothermal energy,On-grid,2019,0,Renewable
Tonga,Coal and peat,Off-grid,2015,0,Non renewable
Tonga,Coal and peat,Off-grid,2016,0,Non renewable
Tonga,Coal and peat,Off-grid,2017,0,Non renewable
Tonga,Coal and peat,Off-grid,2018,0,Non renewable
Tonga,Coal and peat,Off-grid,2019,0,Non renewable
Tonga,Coal and peat,On-grid,2015,0,Non renewable
Tonga,Coal and peat,On-grid,2016,0,Non renewable
Tonga,Coal and peat,On-grid,2017,0,Non renewable
Tonga,Coal and peat,On-grid,2018,0,Non renewable
Tonga,Coal and peat,On-grid,2019,0,Non renewable
Tonga,Oil,Off-grid,2015,0,Non renewable
Tonga,Oil,Off-grid,2016,0,Non renewable
Tonga,Oil,Off-grid,2017,0,Non renewable
Tonga,Oil,Off-grid,2018,0,Non renewable
Tonga,Oil,Off-grid,2019,0,Non renewable
Tonga,Oil,On-grid,2015,53.451,Non renewable
Tonga,Oil,On-grid,2016,58.262,Non renewable
Tonga,Oil,On-grid,2017,60.282,Non renewable
Tonga,Oil,On-grid,2018,61.304,Non renewable
Tonga,Oil,On-grid,2019,63.622,Non renewable
Tonga,Natural gas,Off-grid,2015,0,Non renewable
Tonga,Natural gas,Off-grid,2016,0,Non renewable
Tonga,Natural gas,Off-grid,2017,0,Non renewable
Tonga,Natural gas,Off-grid,2018,0,Non renewable
Tonga,Natural gas,Off-grid,2019,0,Non renewable
Tonga,Natural gas,On-grid,2015,0,Non renewable
Tonga,Natural gas,On-grid,2016,0,Non renewable
Tonga,Natural gas,On-grid,2017,0,Non renewable
Tonga,Natural gas,On-grid,2018,0,Non renewable
Tonga,Natural gas,On-grid,2019,0,Non renewable
Tonga,Nuclear,Off-grid,2015,0,Non renewable
Tonga,Nuclear,Off-grid,2016,0,Non renewable
Tonga,Nuclear,Off-grid,2017,0,Non renewable
Tonga,Nuclear,Off-grid,2018,0,Non renewable
Tonga,Nuclear,Off-grid,2019,0,Non renewable
Tonga,Nuclear,On-grid,2015,0,Non renewable
Tonga,Nuclear,On-grid,2016,0,Non renewable
Tonga,Nuclear,On-grid,2017,0,Non renewable
Tonga,Nuclear,On-grid,2018,0,Non renewable
Tonga,Nuclear,On-grid,2019,0,Non renewable
Tonga,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Tonga,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Tonga,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Tonga,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Tonga,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Tonga,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Tonga,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Tonga,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Tonga,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Tonga,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Tonga,Other non-renewable energy,Off-grid,2015,0,Non renewable
Tonga,Other non-renewable energy,Off-grid,2016,0,Non renewable
Tonga,Other non-renewable energy,Off-grid,2017,0,Non renewable
Tonga,Other non-renewable energy,Off-grid,2018,0,Non renewable
Tonga,Other non-renewable energy,Off-grid,2019,0,Non renewable
Tonga,Other non-renewable energy,On-grid,2015,0,Non renewable
Tonga,Other non-renewable energy,On-grid,2016,0,Non renewable
Tonga,Other non-renewable energy,On-grid,2017,0,Non renewable
Tonga,Other non-renewable energy,On-grid,2018,0,Non renewable
Tonga,Other non-renewable energy,On-grid,2019,0,Non renewable
Trinidad and Tobago,Solar photovoltaic,Off-grid,2015,0,Renewable
Trinidad and Tobago,Solar photovoltaic,Off-grid,2016,0,Renewable
Trinidad and Tobago,Solar photovoltaic,Off-grid,2017,0,Renewable
Trinidad and Tobago,Solar photovoltaic,Off-grid,2018,0,Renewable
Trinidad and Tobago,Solar photovoltaic,Off-grid,2019,0,Renewable
Trinidad and Tobago,Solar photovoltaic,On-grid,2015,5.555,Renewable
Trinidad and Tobago,Solar photovoltaic,On-grid,2016,5.555,Renewable
Trinidad and Tobago,Solar photovoltaic,On-grid,2017,5.555,Renewable
Trinidad and Tobago,Solar photovoltaic,On-grid,2018,4.671,Renewable
Trinidad and Tobago,Solar photovoltaic,On-grid,2019,4.671,Renewable
Trinidad and Tobago,Solar thermal energy,Off-grid,2015,0,Renewable
Trinidad and Tobago,Solar thermal energy,Off-grid,2016,0,Renewable
Trinidad and Tobago,Solar thermal energy,Off-grid,2017,0,Renewable
Trinidad and Tobago,Solar thermal energy,Off-grid,2018,0,Renewable
Trinidad and Tobago,Solar thermal energy,Off-grid,2019,0,Renewable
Trinidad and Tobago,Solar thermal energy,On-grid,2015,0,Renewable
Trinidad and Tobago,Solar thermal energy,On-grid,2016,0,Renewable
Trinidad and Tobago,Solar thermal energy,On-grid,2017,0,Renewable
Trinidad and Tobago,Solar thermal energy,On-grid,2018,0,Renewable
Trinidad and Tobago,Solar thermal energy,On-grid,2019,0,Renewable
Trinidad and Tobago,Onshore wind energy,Off-grid,2015,0,Renewable
Trinidad and Tobago,Onshore wind energy,Off-grid,2016,0,Renewable
Trinidad and Tobago,Onshore wind energy,Off-grid,2017,0,Renewable
Trinidad and Tobago,Onshore wind energy,Off-grid,2018,0,Renewable
Trinidad and Tobago,Onshore wind energy,Off-grid,2019,0,Renewable
Trinidad and Tobago,Onshore wind energy,On-grid,2015,0.027,Renewable
Trinidad and Tobago,Onshore wind energy,On-grid,2016,0.027,Renewable
Trinidad and Tobago,Onshore wind energy,On-grid,2017,0.027,Renewable
Trinidad and Tobago,Onshore wind energy,On-grid,2018,0.027,Renewable
Trinidad and Tobago,Onshore wind energy,On-grid,2019,0.027,Renewable
Trinidad and Tobago,Offshore wind energy,Off-grid,2015,0,Renewable
Trinidad and Tobago,Offshore wind energy,Off-grid,2016,0,Renewable
Trinidad and Tobago,Offshore wind energy,Off-grid,2017,0,Renewable
Trinidad and Tobago,Offshore wind energy,Off-grid,2018,0,Renewable
Trinidad and Tobago,Offshore wind energy,Off-grid,2019,0,Renewable
Trinidad and Tobago,Offshore wind energy,On-grid,2015,0,Renewable
Trinidad and Tobago,Offshore wind energy,On-grid,2016,0,Renewable
Trinidad and Tobago,Offshore wind energy,On-grid,2017,0,Renewable
Trinidad and Tobago,Offshore wind energy,On-grid,2018,0,Renewable
Trinidad and Tobago,Offshore wind energy,On-grid,2019,0,Renewable
Trinidad and Tobago,Renewable hydropower,Off-grid,2015,0,Renewable
Trinidad and Tobago,Renewable hydropower,Off-grid,2016,0,Renewable
Trinidad and Tobago,Renewable hydropower,Off-grid,2017,0,Renewable
Trinidad and Tobago,Renewable hydropower,Off-grid,2018,0,Renewable
Trinidad and Tobago,Renewable hydropower,Off-grid,2019,0,Renewable
Trinidad and Tobago,Renewable hydropower,On-grid,2015,0,Renewable
Trinidad and Tobago,Renewable hydropower,On-grid,2016,0,Renewable
Trinidad and Tobago,Renewable hydropower,On-grid,2017,0,Renewable
Trinidad and Tobago,Renewable hydropower,On-grid,2018,0,Renewable
Trinidad and Tobago,Renewable hydropower,On-grid,2019,0,Renewable
Trinidad and Tobago,Pumped storage,Off-grid,2015,0,Renewable
Trinidad and Tobago,Pumped storage,Off-grid,2016,0,Renewable
Trinidad and Tobago,Pumped storage,Off-grid,2017,0,Renewable
Trinidad and Tobago,Pumped storage,Off-grid,2018,0,Renewable
Trinidad and Tobago,Pumped storage,Off-grid,2019,0,Renewable
Trinidad and Tobago,Pumped storage,On-grid,2015,0,Renewable
Trinidad and Tobago,Pumped storage,On-grid,2016,0,Renewable
Trinidad and Tobago,Pumped storage,On-grid,2017,0,Renewable
Trinidad and Tobago,Pumped storage,On-grid,2018,0,Renewable
Trinidad and Tobago,Pumped storage,On-grid,2019,0,Renewable
Trinidad and Tobago,Marine energy,Off-grid,2015,0,Renewable
Trinidad and Tobago,Marine energy,Off-grid,2016,0,Renewable
Trinidad and Tobago,Marine energy,Off-grid,2017,0,Renewable
Trinidad and Tobago,Marine energy,Off-grid,2018,0,Renewable
Trinidad and Tobago,Marine energy,Off-grid,2019,0,Renewable
Trinidad and Tobago,Marine energy,On-grid,2015,0,Renewable
Trinidad and Tobago,Marine energy,On-grid,2016,0,Renewable
Trinidad and Tobago,Marine energy,On-grid,2017,0,Renewable
Trinidad and Tobago,Marine energy,On-grid,2018,0,Renewable
Trinidad and Tobago,Marine energy,On-grid,2019,0,Renewable
Trinidad and Tobago,Solid biofuels,Off-grid,2015,0,Renewable
Trinidad and Tobago,Solid biofuels,Off-grid,2016,0,Renewable
Trinidad and Tobago,Solid biofuels,Off-grid,2017,0,Renewable
Trinidad and Tobago,Solid biofuels,Off-grid,2018,0,Renewable
Trinidad and Tobago,Solid biofuels,Off-grid,2019,0,Renewable
Trinidad and Tobago,Solid biofuels,On-grid,2015,0,Renewable
Trinidad and Tobago,Solid biofuels,On-grid,2016,0,Renewable
Trinidad and Tobago,Solid biofuels,On-grid,2017,0,Renewable
Trinidad and Tobago,Solid biofuels,On-grid,2018,0,Renewable
Trinidad and Tobago,Solid biofuels,On-grid,2019,0,Renewable
Trinidad and Tobago,Renewable municipal waste,Off-grid,2015,0,Renewable
Trinidad and Tobago,Renewable municipal waste,Off-grid,2016,0,Renewable
Trinidad and Tobago,Renewable municipal waste,Off-grid,2017,0,Renewable
Trinidad and Tobago,Renewable municipal waste,Off-grid,2018,0,Renewable
Trinidad and Tobago,Renewable municipal waste,Off-grid,2019,0,Renewable
Trinidad and Tobago,Renewable municipal waste,On-grid,2015,0,Renewable
Trinidad and Tobago,Renewable municipal waste,On-grid,2016,0,Renewable
Trinidad and Tobago,Renewable municipal waste,On-grid,2017,0,Renewable
Trinidad and Tobago,Renewable municipal waste,On-grid,2018,0,Renewable
Trinidad and Tobago,Renewable municipal waste,On-grid,2019,0,Renewable
Trinidad and Tobago,Liquid biofuels,Off-grid,2015,0,Renewable
Trinidad and Tobago,Liquid biofuels,Off-grid,2016,0,Renewable
Trinidad and Tobago,Liquid biofuels,Off-grid,2017,0,Renewable
Trinidad and Tobago,Liquid biofuels,Off-grid,2018,0,Renewable
Trinidad and Tobago,Liquid biofuels,Off-grid,2019,0,Renewable
Trinidad and Tobago,Liquid biofuels,On-grid,2015,0,Renewable
Trinidad and Tobago,Liquid biofuels,On-grid,2016,0,Renewable
Trinidad and Tobago,Liquid biofuels,On-grid,2017,0,Renewable
Trinidad and Tobago,Liquid biofuels,On-grid,2018,0,Renewable
Trinidad and Tobago,Liquid biofuels,On-grid,2019,0,Renewable
Trinidad and Tobago,Biogas,Off-grid,2015,0,Renewable
Trinidad and Tobago,Biogas,Off-grid,2016,0,Renewable
Trinidad and Tobago,Biogas,Off-grid,2017,0,Renewable
Trinidad and Tobago,Biogas,Off-grid,2018,0,Renewable
Trinidad and Tobago,Biogas,Off-grid,2019,0,Renewable
Trinidad and Tobago,Biogas,On-grid,2015,0,Renewable
Trinidad and Tobago,Biogas,On-grid,2016,0,Renewable
Trinidad and Tobago,Biogas,On-grid,2017,0,Renewable
Trinidad and Tobago,Biogas,On-grid,2018,0,Renewable
Trinidad and Tobago,Biogas,On-grid,2019,0,Renewable
Trinidad and Tobago,Geothermal energy,Off-grid,2015,0,Renewable
Trinidad and Tobago,Geothermal energy,Off-grid,2016,0,Renewable
Trinidad and Tobago,Geothermal energy,Off-grid,2017,0,Renewable
Trinidad and Tobago,Geothermal energy,Off-grid,2018,0,Renewable
Trinidad and Tobago,Geothermal energy,Off-grid,2019,0,Renewable
Trinidad and Tobago,Geothermal energy,On-grid,2015,0,Renewable
Trinidad and Tobago,Geothermal energy,On-grid,2016,0,Renewable
Trinidad and Tobago,Geothermal energy,On-grid,2017,0,Renewable
Trinidad and Tobago,Geothermal energy,On-grid,2018,0,Renewable
Trinidad and Tobago,Geothermal energy,On-grid,2019,0,Renewable
Trinidad and Tobago,Coal and peat,Off-grid,2015,0,Non renewable
Trinidad and Tobago,Coal and peat,Off-grid,2016,0,Non renewable
Trinidad and Tobago,Coal and peat,Off-grid,2017,0,Non renewable
Trinidad and Tobago,Coal and peat,Off-grid,2018,0,Non renewable
Trinidad and Tobago,Coal and peat,Off-grid,2019,0,Non renewable
Trinidad and Tobago,Coal and peat,On-grid,2015,0,Non renewable
Trinidad and Tobago,Coal and peat,On-grid,2016,0,Non renewable
Trinidad and Tobago,Coal and peat,On-grid,2017,0,Non renewable
Trinidad and Tobago,Coal and peat,On-grid,2018,0,Non renewable
Trinidad and Tobago,Coal and peat,On-grid,2019,0,Non renewable
Trinidad and Tobago,Oil,Off-grid,2015,0,Non renewable
Trinidad and Tobago,Oil,Off-grid,2016,0,Non renewable
Trinidad and Tobago,Oil,Off-grid,2017,0,Non renewable
Trinidad and Tobago,Oil,Off-grid,2018,0,Non renewable
Trinidad and Tobago,Oil,Off-grid,2019,0,Non renewable
Trinidad and Tobago,Oil,On-grid,2015,0,Non renewable
Trinidad and Tobago,Oil,On-grid,2016,0,Non renewable
Trinidad and Tobago,Oil,On-grid,2017,0,Non renewable
Trinidad and Tobago,Oil,On-grid,2018,0,Non renewable
Trinidad and Tobago,Oil,On-grid,2019,0,Non renewable
Trinidad and Tobago,Natural gas,Off-grid,2015,0,Non renewable
Trinidad and Tobago,Natural gas,Off-grid,2016,0,Non renewable
Trinidad and Tobago,Natural gas,Off-grid,2017,0,Non renewable
Trinidad and Tobago,Natural gas,Off-grid,2018,0,Non renewable
Trinidad and Tobago,Natural gas,Off-grid,2019,0,Non renewable
Trinidad and Tobago,Natural gas,On-grid,2015,0,Non renewable
Trinidad and Tobago,Natural gas,On-grid,2016,0,Non renewable
Trinidad and Tobago,Natural gas,On-grid,2017,0,Non renewable
Trinidad and Tobago,Natural gas,On-grid,2018,0,Non renewable
Trinidad and Tobago,Natural gas,On-grid,2019,0,Non renewable
Trinidad and Tobago,Nuclear,Off-grid,2015,0,Non renewable
